Annee;Diplôme;Numéro de l'établissement;Établissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux de répo0e;Poids de la discipline;Taux d’i0ertion;% emplois cadre ou professio0 intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net me0uel régional 1er quartile;Salaire net me0uel régional 3ème quartile;cle_ETAB
2014;MASTER LMD;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;60;5;0;0;0;0;0;0;29.00;8;1760;0;0;0;1430;2060;Nantes_30
2014;MASTER LMD;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;70;4;0;0;0;0;0;0;29.00;8;1760;0;0;0;1430;2060;Nantes_18
2014;MASTER E0;0450855K;Orléa0;A18;Orléa0-Tours;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;60;100;96;97;92;91;1790;27900;37.00;9;1830;92;12;83;1490;2180;Orléa0_30
2014;MASTER LMD;0450855K;Orléa0;A18;Orléa0-Tours;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;59;6;0;0;0;0;0;0;36.00;9;1830;0;0;0;1490;2180;Orléa0_18
2014;MASTER LMD;0450855K;Orléa0;A18;Orléa0-Tours;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;67;36;88;90;74;99;1800;28100;36.00;9;1830;65;48;38;1490;2180;Orléa0_18
2014;MASTER LMD;0450855K;Orléa0;A18;Orléa0-Tours;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;100;1;0;0;0;0;0;0;36.00;9;1830;0;0;0;1490;2180;Orléa0_18
2014;MASTER LMD;0450855K;Orléa0;A18;Orléa0-Tours;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;73;27;85;93;55;96;1900;29600;36.00;9;1830;67;61;41;1490;2180;Orléa0_18
2013;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléa0-Tours;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;18 mois après le diplôme;43;1;0;0;0;0;0;0;32.00;9.6;1820;0;0;0;1490;2160;Tours - François Rabelais_18
2013;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléa0-Tours;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;69;9;84;0;0;0;0;0;32.00;9.6;1820;0;0;50;1490;2160;Tours - François Rabelais_30
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;71;8;76;79;50;90;1710;26600;31.00;8.9;1830;46;39;50;1780;2200;Grenoble Alpes_18
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;71;30;94;93;74;96;1980;30900;31.00;8.9;1830;68;42;51;1780;2200;Grenoble Alpes_18
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;75;3;0;0;0;0;0;0;31.00;8.9;1830;0;0;96;1780;2200;Grenoble Alpes_18
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;75;3;83;0;0;0;0;0;31.00;8.9;1830;0;0;96;1780;2200;Grenoble Alpes_30
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;74;13;80;82;55;90;1570;24500;31.00;8.9;1830;35;39;73;1780;2200;Grenoble Alpes_30
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;70;29;88;98;79;96;2000;31200;31.00;8.9;1830;78;43;33;1780;2200;Grenoble Alpes_30
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;68;3;0;0;0;0;0;0;31.00;8.9;1830;0;0;0;1780;2200;Grenoble Alpes_18
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;68;3;0;0;0;0;0;0;31.00;8.9;1830;0;0;0;1780;2200;Grenoble Alpes_30
2013;MASTER E0;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;78;100;98;94;89;92;1680;26300;0;8.9;1830;85;23;58;1780;2200;Saint-Etienne - Jean Monnet_18
2013;MASTER E0;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;78;100;99;95;91;91;1700;26600;0;8.9;1830;82;23;58;1780;2200;Saint-Etienne - Jean Monnet_30
2013;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;76;50;89;75;66;99;1700;26500;34.00;8.9;1830;42;27;56;1780;2200;Saint-Etienne - Jean Monnet_18
2013;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;30 mois après le diplôme;59;4;0;0;0;0;0;0;34.00;8.9;1830;0;0;0;1780;2200;Saint-Etienne - Jean Monnet_30
2013;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;58;3;0;0;0;0;0;0;34.00;8.9;1830;0;0;0;1780;2200;Saint-Etienne - Jean Monnet_30
2013;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;73;5;0;0;0;0;0;0;34.00;8.9;1830;0;0;0;1780;2200;Saint-Etienne - Jean Monnet_18
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;71;44;95;88;71;96;2000;31200;28.00;8.8;1760;61;50;58;1430;2070;Nantes_30
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;73;4;0;0;0;0;0;0;28.00;8.8;1760;0;0;0;1430;2070;Nantes_30
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;73;28;91;85;72;97;2000;31200;28.00;8.8;1760;60;50;56;1430;2070;Nantes_18
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;70;8;94;80;41;98;1700;26500;28.00;8.8;1760;46;59;63;1430;2070;Nantes_30
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;76;4;0;0;0;0;0;0;28.00;8.8;1760;0;0;0;1430;2070;Nantes_30
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;68;6;69;0;0;0;0;0;28.00;8.8;1760;0;0;79;1430;2070;Nantes_18
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;68;6;71;0;0;0;0;0;28.00;8.8;1760;0;0;79;1430;2070;Nantes_30
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;74;28;85;90;67;97;1860;28900;28.00;8.8;1760;65;55;35;1430;2070;Nantes_18
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;74;28;92;90;76;97;1950;30400;28.00;8.8;1760;65;55;35;1430;2070;Nantes_30
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;79;13;90;95;72;99;2000;31200;28.00;8.8;1760;66;58;32;1430;2070;Nantes_18
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;63;4;0;0;0;0;0;0;28.00;8.8;1760;0;0;0;1430;2070;Nantes_18
2013;MASTER LMD;0450855K;Orléa0;A18;Orléa0-Tours;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;56;70;89;84;71;98;1870;29100;31.00;9.6;1820;65;48;50;1490;2160;Orléa0_18
2013;MASTER LMD;0450855K;Orléa0;A18;Orléa0-Tours;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;48;9;0;0;0;0;0;0;31.00;9.6;1820;0;0;0;1490;2160;Orléa0_30
2013;MASTER LMD;0450855K;Orléa0;A18;Orléa0-Tours;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;75;2;0;0;0;0;0;0;31.00;9.6;1820;0;0;0;1490;2160;Orléa0_18
2013;MASTER LMD;0450855K;Orléa0;A18;Orléa0-Tours;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;100;1;0;0;0;0;0;0;31.00;9.6;1820;0;0;0;1490;2160;Orléa0_18
2013;MASTER LMD;0450855K;Orléa0;A18;Orléa0-Tours;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;100;1;0;0;0;0;0;0;31.00;9.6;1820;0;0;0;1490;2160;Orléa0_30
2013;MASTER E0;0490970N;Angers;A17;Nantes;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;79;100;97;97;86;86;1700;26500;0;8.8;1760;89;30;81;1430;2070;Angers_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;71;52;89;72;74;96;1720;26800;33.00;8.8;1760;31;63;65;1430;2070;Angers_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;79;3;0;0;0;0;0;0;33.00;8.8;1760;0;0;0;1430;2070;Angers_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;88;11;90;80;48;65;1540;23900;33.00;8.8;1760;57;62;80;1430;2070;Angers_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;90;5;91;81;25;44;0;0;33.00;8.8;1760;81;0;85;1430;2070;Angers_18
2013;MASTER LMD;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;88;6;94;97;79;97;2080;32400;33.00;8.8;1760;63;80;23;1430;2070;Angers_18
2013;MASTER LMD;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;93;2;0;0;0;0;0;0;33.00;8.8;1760;0;0;0;1430;2070;Angers_18
2013;MASTER LMD;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;77;11;95;95;57;95;1700;26500;33.00;8.8;1760;71;43;67;1430;2070;Angers_18
2013;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;63;13;78;0;0;0;0;0;38.00;10.1;1820;0;41;66;1490;2150;Reims - Champagne Ardenne_18
2013;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;65;21;75;62;71;100;1680;26100;38.00;10.1;1820;28;34;55;1490;2150;Reims - Champagne Ardenne_18
2013;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;68;5;0;0;0;0;0;0;38.00;10.1;1820;0;0;0;1490;2150;Reims - Champagne Ardenne_18
2013;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;76;14;87;63;51;69;0;0;38.00;10.1;1820;54;58;78;1490;2150;Reims - Champagne Ardenne_18
2013;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;74;37;93;82;82;95;1650;25700;38.00;10.1;1820;58;57;35;1490;2150;Reims - Champagne Ardenne_30
2013;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;65;3;0;0;0;0;0;0;38.00;10.1;1820;0;0;0;1490;2150;Reims - Champagne Ardenne_18
2013;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;57;5;0;0;0;0;0;0;38.00;10.1;1820;0;0;0;1490;2150;Reims - Champagne Ardenne_30
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;65;7;93;79;79;96;1900;29600;32.00;10.1;1780;52;46;67;1430;2100;Lorraine_30
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;72;9;90;74;69;87;1770;27600;32.00;10.1;1780;54;51;81;1430;2100;Lorraine_30
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;75;15;84;72;57;83;1550;24200;32.00;10.1;1780;42;32;62;1430;2100;Lorraine_30
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;68;4;83;69;48;91;1500;23400;32.00;10.1;1780;36;33;44;1430;2100;Lorraine_30
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;74;3;82;90;42;48;0;0;32.00;10.1;1780;80;19;87;1430;2100;Lorraine_18
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;80;3;85;70;48;76;0;0;32.00;10.1;1780;37;28;50;1430;2100;Lorraine_18
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;76;13;88;90;79;98;2000;31200;32.00;10.1;1780;74;58;16;1430;2100;Lorraine_18
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;74;5;91;95;51;93;1870;29100;32.00;10.1;1780;62;81;61;1430;2100;Lorraine_18
2013;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;100;2;0;0;0;0;0;0;28.00;8.8;1730;0;0;0;1390;2050;Bretagne-Sud_18
2013;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;90;16;78;64;46;91;0;0;28.00;8.8;1730;35;54;80;1390;2050;Bretagne-Sud_18
2013;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;90;16;87;76;54;100;1500;23400;28.00;8.8;1730;43;54;80;1390;2050;Bretagne-Sud_30
2013;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;95;37;83;99;89;100;2080;32400;28.00;8.8;1730;83;62;14;1390;2050;Bretagne-Sud_30
2013;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;83;2;0;0;0;0;0;0;28.00;8.8;1730;0;0;0;1390;2050;Bretagne-Sud_30
2013;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;94;28;88;98;92;100;2110;32900;28.00;8.8;1730;84;62;11;1390;2050;Bretagne-Sud_30
2013;MASTER E0;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;60;100;0;0;0;0;0;0;0;12.4;1820;0;0;0;1480;2120;Valenciennes - Hainaut-Cambrésis_30
2013;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;72;32;97;90;84;99;1820;28300;27.00;12.4;1820;38;21;59;1480;2120;Valenciennes - Hainaut-Cambrésis_30
2013;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;74;23;97;74;75;100;1650;25700;27.00;12.4;1820;29;15;59;1480;2120;Valenciennes - Hainaut-Cambrésis_18
2013;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;72;7;0;0;0;0;0;0;27.00;12.4;1820;0;0;0;1480;2120;Valenciennes - Hainaut-Cambrésis_18
2013;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;85;12;88;83;53;89;0;0;27.00;12.4;1820;41;80;34;1480;2120;Valenciennes - Hainaut-Cambrésis_18
2013;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;90;10;89;97;55;97;0;0;27.00;12.4;1820;57;87;27;1480;2120;Valenciennes - Hainaut-Cambrésis_30
2013;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;83;2;0;0;0;0;0;0;27.00;12.4;1820;0;0;0;1480;2120;Valenciennes - Hainaut-Cambrésis_18
2013;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;82;10;100;100;90;100;0;0;27.00;12.4;1820;80;12;3;1480;2120;Valenciennes - Hainaut-Cambrésis_18
2013;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;88;15;88;95;62;96;1740;27100;24.00;12.4;1820;49;41;54;1480;2120;Lille 1 - Sciences technologies_18
2013;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;97;11;81;87;37;87;1660;25900;24.00;12.4;1820;53;51;64;1480;2120;Lille 1 - Sciences technologies_18
2013;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;97;11;88;87;50;91;1750;27300;24.00;12.4;1820;56;51;64;1480;2120;Lille 1 - Sciences technologies_30
2013;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;96;7;92;93;52;93;1600;25000;24.00;12.4;1820;51;46;62;1480;2120;Lille 1 - Sciences technologies_30
2013;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;94;10;100;100;92;100;2000;31200;24.00;12.4;1820;95;18;9;1480;2120;Lille 1 - Sciences technologies_18
2013;MASTER E0;0593560Z;Lille 2 - Droit et santé;A09;Lille;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;95;100;0;0;0;0;0;0;0;12.4;1820;0;0;0;1480;2120;Lille 2 - Droit et santé_18
2013;MASTER E0;0593560Z;Lille 2 - Droit et santé;A09;Lille;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;95;100;0;0;0;0;0;0;0;12.4;1820;0;0;0;1480;2120;Lille 2 - Droit et santé_30
2013;MASTER LMD;0593560Z;Lille 2 - Droit et santé;A09;Lille;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;84;28;94;75;78;96;1770;27500;23.00;12.4;1820;47;46;75;1480;2120;Lille 2 - Droit et santé_30
2013;MASTER LMD;0593560Z;Lille 2 - Droit et santé;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;85;26;95;89;71;93;1800;28100;23.00;12.4;1820;60;42;61;1480;2120;Lille 2 - Droit et santé_18
2013;MASTER LMD;0593560Z;Lille 2 - Droit et santé;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;85;26;91;89;84;95;1900;29600;23.00;12.4;1820;64;42;61;1480;2120;Lille 2 - Droit et santé_30
2013;MASTER LMD;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;85;62;87;87;36;74;1520;23600;37.00;12.4;1820;57;41;84;1480;2120;Lille 3 - Charles-de-Gaulle_18
2013;MASTER LMD;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;81;7;87;0;0;0;0;0;37.00;12.4;1820;0;0;63;1480;2120;Lille 3 - Charles-de-Gaulle_18
2013;MASTER LMD;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;81;7;81;0;0;0;0;0;37.00;12.4;1820;0;0;63;1480;2120;Lille 3 - Charles-de-Gaulle_30
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;61;4;0;0;0;0;0;0;20.00;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_18
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;61;4;0;0;0;0;0;0;20.00;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_30
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;48;7;0;0;0;0;0;0;20.00;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_18
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;48;7;0;0;0;0;0;0;20.00;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_30
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;64;20;94;87;79;95;1900;29600;20.00;12.4;1820;60;35;30;1480;2120;Littoral - Côte d'Opale_30
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;30 mois après le diplôme;82;2;0;0;0;0;0;0;20.00;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_30
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;60;10;83;0;0;0;0;0;20.00;12.4;1820;0;33;38;1480;2120;Littoral - Côte d'Opale_18
2013;MASTER E0;0623957P;Artois;A09;Lille;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;82;100;99;92;89;93;1700;26500;0;12.4;1820;87;7;85;1480;2120;Artois_30
2013;MASTER LMD;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;76;29;86;72;70;100;1520;23700;38.00;12.4;1820;27;15;61;1480;2120;Artois_18
2013;MASTER LMD;0623957P;Artois;A09;Lille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;61;18;87;0;0;0;0;0;38.00;12.4;1820;0;0;84;1480;2120;Artois_30
2013;MASTER LMD;0623957P;Artois;A09;Lille;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;85;5;0;0;0;0;0;0;38.00;12.4;1820;0;0;0;1480;2120;Artois_18
2013;MASTER LMD;0623957P;Artois;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;82;6;0;0;0;0;0;0;38.00;12.4;1820;0;0;0;1480;2120;Artois_30
2013;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;71;2;0;0;0;0;0;0;38.00;12.4;1820;0;0;0;1480;2120;Artois_18
2013;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;71;2;0;0;0;0;0;0;38.00;12.4;1820;0;0;0;1480;2120;Artois_30
2013;MASTER LMD;0631262E;Clermont-Ferra0 1 - Auvergne;A06;Clermont-Ferra0;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;84;24;100;95;95;100;2150;33500;33.00;8.9;1780;78;50;41;1440;2070;Clermont-Ferra0 1 - Auvergne_30
2013;MASTER LMD;0631262E;Clermont-Ferra0 1 - Auvergne;A06;Clermont-Ferra0;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;0;0;0;0;0;0;0;0;33.00;8.9;1780;0;0;0;1440;2070;Clermont-Ferra0 1 - Auvergne_18
2013;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;85;22;79;67;46;82;1410;22100;35.00;8.9;1780;41;47;81;1440;2070;Clermont-Ferra0 2 - Blaise Pascal_18
